date,adj_close,open,close
2016-01-31,144.39744571267,148.05,151.0
2016-02-29,151.1030167121,149.33,156.87
2016-03-31,160.50421160666,158.75,166.63
2016-04-30,161.22663949303,165.63,167.38
2016-05-31,163.21088961042,167.3,168.32
2016-06-30,169.80448543594,167.78,175.12
2016-07-31,172.94613991750998,175.14,178.36
2016-08-31,174.87196654385,177.08,179.24
2016-09-30,171.93531948237998,179.31,176.23
2016-10-31,161.27168081733,175.33,165.3
2016-11-30,168.63598934715,165.4,171.74
2016-12-31,175.34254464726,171.64,178.57
2017-01-31,171.66032175189,178.83,174.82
2017-02-28,184.16521960694,175.17,186.35
2017-03-31,189.08683373971002,188.08,191.33
2017-04-30,193.53407542595002,191.87,195.83
2017-05-31,203.29139738527002,195.5,204.47
2017-06-30,206.98995462238,204.25,208.19
2017-07-31,200.01041919105,209.14,201.17
2017-08-31,204.32,202.29,204.32
2017-09-30,209.9,204.61,209.9
2017-10-31,230.19,210.73,230.19
2017-11-30,235.63,231.0,235.63
2017-12-31,238.26,240.22,238.26
