date,adj_close,open,close
2016-01-04,40.930492669207,43.94,42.93
2016-01-05,40.920958429126,42.96,42.92
2016-01-06,40.577725786198,42.31,42.56
2016-01-07,39.605233297901,41.68,41.54
2016-01-08,38.775754410824,41.86,40.67
2016-01-11,38.832959851312,40.77,40.73
2016-01-12,39.52895937725,40.99,41.46
2016-01-13,38.651809289766,41.48,40.28
2016-01-14,39.438663401425,40.34,41.1
2016-01-15,38.901299617853,39.85,40.54
2016-01-19,38.795746017509,41.1,40.43
2016-01-20,38.344744270583,39.73,39.96
2016-01-21,37.884146741807,40.18,39.48
2016-01-22,38.411914743529,40.2,40.03
2016-01-25,38.056870815098,40.03,39.66
2016-01-26,38.536659907572,39.86,40.16
2016-01-27,38.834129144907,39.95,40.47
2016-01-28,35.226115169497,38.41,36.71
2016-01-29,36.320034300339,36.69,37.85
2016-02-01,36.895781211309,36.17,38.45
2016-02-02,36.348821645888,38.0,37.88
2016-02-03,36.483162591781,38.23,38.02
2016-02-04,36.473566809931,37.78,38.01
2016-02-05,35.897819898961,38.23,37.41
2016-02-08,35.945798808209,37.19,37.46
2016-02-09,35.504392843132,36.96,37.0
2016-02-10,35.705904261971,37.58,37.21
2016-02-11,34.871071241065,36.44,36.34
2016-02-12,35.629138007175,36.7,37.13
2016-02-16,36.454375246232,37.13,37.99
2016-02-17,36.895781211309,38.37,38.45
2016-02-18,36.761440265416,38.34,38.31
2016-02-19,36.972547466105,38.32,38.53
2016-02-22,37.577081722623,39.0,39.16
2016-02-23,36.838206520212,38.91,38.39
2016-02-24,37.615464850021,38.18,39.2
2016-02-25,38.028083469549,39.22,39.63
2016-02-26,37.922529869205,39.48,39.52
2016-02-29,37.174058884944,39.34,38.74
2016-03-01,37.740210014064,38.91,39.33
2016-03-02,37.749805795914,39.35,39.34
2016-03-03,37.25082513974,38.56,38.82
2016-03-04,37.596273286322,38.85,39.18
2016-03-07,37.596273286322,39.0,39.18
2016-03-08,37.586677504472,38.95,39.17
2016-03-09,37.692231104817,39.26,39.28
2016-03-10,37.45233655858,39.41,39.03
2016-03-11,38.738171326412,39.25,40.37
2016-03-14,38.862916490455,40.31,40.5
2016-03-15,38.287169579486,40.16,39.9
2016-03-16,38.555851471271,40.14,40.18
2016-03-17,38.661405071616,40.2,40.29
2016-03-18,39.141194164091,40.36,40.79
2016-03-21,39.112406818542,40.58,40.76
2016-03-22,39.371492928479,40.5,41.03
2016-03-23,39.131598382241,40.84,40.78
2016-03-24,39.102811036693,40.64,40.75
2016-03-28,39.227556200736,40.77,40.88
2016-03-29,39.793707329856,40.75,41.47
2016-03-30,39.966431403147,41.6,41.65
2016-03-31,40.139155476438,41.65,41.83
2016-04-01,40.48460362302,41.53,42.19
2016-04-04,40.609348787063,42.34,42.32
2016-04-05,40.340666895278,42.01,42.04
2016-04-06,41.309840862077,41.98,43.05
2016-04-07,40.887626460699,42.67,42.61
2016-04-08,40.657327696311,42.78,42.37
2016-04-11,40.762881296655,42.47,42.48
2016-04-12,41.089137879538,42.36,42.82
2016-04-13,41.847204645648,42.87,43.35
2016-04-14,42.001657996128,43.38,43.51
2016-04-15,41.905124652078,43.53,43.41
2016-04-18,42.426404709948,43.18,43.95
2016-04-19,42.329871365898,44.0,43.85
2016-04-20,42.445711378758,44.48,43.97
2016-04-21,42.358831369113,43.78,43.88
2016-04-22,42.551898057213,43.72,44.08
2016-04-25,42.484324716378,44.01,44.01
2016-04-26,42.358831369113,44.16,43.88
2016-04-27,42.310564697088,43.93,43.83
2016-04-28,39.018777664985,40.08,40.42
2016-04-29,37.551470835426,40.365,38.9
2016-05-02,37.503204163401,38.85,38.85
2016-05-03,37.213604131251,38.8,38.55
2016-05-04,36.779204083027,38.35,38.1
2016-05-05,37.165337459226,38.28,38.5
2016-05-06,36.653710735762,38.22,37.97
2016-05-09,36.663364070167,38.11,37.98
2016-05-10,36.779204083027,38.3,38.1
2016-05-11,36.692324073382,38.2,38.01
2016-05-12,36.682670738977,38.14,38.0
2016-05-13,36.296537362777,37.86,37.6
2016-05-16,36.924004099101,37.6,38.25
2016-05-17,36.402724041232,38.22,37.71
2016-05-18,36.441337378852,37.75,37.75
2016-05-19,35.949017324197,37.56,37.24
2016-05-20,36.296537362777,37.55,37.6
2016-05-23,36.074510671462,37.72,37.37
2016-05-24,36.663364070167,37.49,37.98
2016-05-25,37.339097478516,38.06,38.68
2016-05-26,37.541817501021,38.65,38.89
2016-05-27,37.937604211626,39.04,39.3
2016-05-31,38.256164246991,39.33,39.63
2016-06-01,38.130670899726,39.37,39.5
2016-06-02,38.159630902941,39.5,39.53
2016-06-03,37.821764198766,39.52,39.18
2016-06-06,37.812110864361,39.25,39.17
2016-06-07,37.580430838641,39.12,38.93
2016-06-08,37.561124169831,38.9,38.91
2016-06-09,37.522510832211,38.87,38.87
2016-06-10,37.068804115176,38.67,38.4
2016-06-13,36.547524057307,38.32,37.86
2016-06-14,36.354457369207,37.87,37.66
2016-06-15,36.132430677892,37.75,37.43
2016-06-16,36.200004018727,37.36,37.5
2016-06-17,36.093817340272,37.4,37.39
2016-06-20,36.441337378852,37.88,37.75
2016-06-21,36.422030710042,38.0,37.73
2016-06-22,37.397017484946,37.72,38.74
2016-06-23,38.256164246991,39.04,39.63
2016-06-24,36.595790729332,38.37,37.91
2016-06-27,35.669070626452,37.51,36.95
2016-06-28,36.257924025157,37.28,37.56
2016-06-29,37.232910800061,37.95,38.57
2016-06-30,37.947257546031,38.65,39.31
2016-07-01,38.169284237346,39.31,39.54
2016-07-05,38.072750893296,39.31,39.44
2016-07-06,39.41456437559,39.27,40.83
2016-07-07,39.926191099055,40.83,41.36
2016-07-08,40.437817822519,41.6,41.89
2016-07-11,40.659844513834,42.03,42.12
2016-07-12,40.997711218009,42.34,42.47
2016-07-13,40.766031192289,42.24,41.97
2016-07-14,41.067138403859,42.34,42.28
2016-07-15,40.892301958431,42.4,42.1
2016-07-18,40.882588822574,42.05,42.09
2016-07-19,40.600907882718,41.94,41.8
2016-07-20,41.426524430572,42.8,42.65
2016-07-21,41.805336729,42.88,43.04
2016-07-22,41.931607495142,43.05,43.17
2016-07-25,42.164722755713,43.08,43.41
2016-07-26,42.349272336998,43.39,43.6
2016-07-27,42.417264287998,43.57,43.67
2016-07-28,43.174888884852,44.02,44.45
2016-07-29,43.466282960565,44.38,44.75
2016-08-01,43.990792296849,44.75,45.29
2016-08-02,43.777103307993,45.72,45.07
2016-08-03,43.660545677708,45.07,44.95
2016-08-04,43.524561775708,45.06,44.81
2016-08-05,43.961652889278,45.0,45.26
2016-08-08,43.728537628707,45.06,45.02
2016-08-09,43.78681644385,45.07,45.08
2016-08-10,43.524561775708,45.08,44.81
2016-08-11,43.757677036279,44.85,45.05
2016-08-12,43.747963900422,44.82,45.04
2016-08-15,43.85480839485,45.2,45.15
2016-08-16,43.631406270136,45.02,44.92
2016-08-17,43.398291009566,45.14,44.68
2016-08-18,43.087470662138,44.68,44.36
2016-08-19,42.970913031853,44.17,44.24
2016-08-22,42.902921080853,44.08,44.17
2016-08-23,42.640666412711,44.37,43.9
2016-08-24,41.931607495142,43.96,43.17
2016-08-25,41.611074011858,43.17,42.84
2016-08-26,41.747057913857,42.72,42.98
2016-08-29,42.009312581999,43.0,43.25
2016-08-30,41.601360876,43.01,42.83
2016-08-31,40.814596871575,42.87,42.02
2016-09-01,41.086564675574,41.92,42.3
2016-09-02,40.882588822574,42.36,42.09
2016-09-06,40.950580773574,42.1,42.16
2016-09-07,40.698039241289,42.15,41.9
2016-09-08,40.649473562004,42.12,41.85
2016-09-09,39.833570150006,41.56,41.01
2016-09-12,40.231808720148,40.85,41.42
2016-09-13,39.474184123293,41.23,40.64
2016-09-14,39.639307432864,40.69,40.81
2016-09-15,39.940414644435,40.79,41.12
2016-09-16,40.668899833718,40.95,41.87
2016-09-19,40.484350252433,42.036,41.68
2016-09-20,40.387218893862,41.95,41.58
2016-09-21,40.717465513003,41.62,41.92
2016-09-22,41.008859588717,42.16,42.22
2016-09-23,40.979720181145,42.25,42.19
2016-09-26,40.484350252433,42.01,41.68
2016-09-27,41.115704083145,41.71,42.33
2016-09-28,41.076851539716,42.25,42.29
2016-09-29,40.251234991862,42.11,41.44
2016-09-30,41.076851539716,41.74,42.29
2016-10-03,41.329393072001,42.06,42.55
2016-10-04,40.892301958431,42.48,42.1
2016-10-05,41.513942653286,42.34,42.74
2016-10-06,41.737344778,42.69,42.97
2016-10-07,41.737344778,43.0,42.97
2016-10-10,42.252140978427,43.15,43.5
2016-10-11,39.979267187863,43.2,41.16
2016-10-12,40.05697227472,41.05,40.98
2016-10-13,40.05697227472,40.74,40.98
2016-10-14,39.871251807853,41.17,40.79
2016-10-17,39.675756579573,40.73,40.59
2016-10-18,40.242692741587,40.85,41.17
2016-10-19,39.108820417558,40.52,40.01
2016-10-20,39.822378000783,40.01,40.74
2016-10-21,39.587783726846,40.41,40.5
2016-10-24,39.49981087412,40.79,40.41
2016-10-25,39.284766123011,40.42,40.19
2016-10-26,39.059946610488,40.0,39.96
2016-10-27,39.382513737151,40.09,40.29
2016-10-28,38.649406631099,40.25,39.54
2016-10-31,38.356163788678,39.43,39.24
2016-11-01,38.170443321811,39.24,39.05
2016-11-02,37.82832667232,39.05,38.7
2016-11-03,37.515534307071,38.86,38.38
2016-11-04,38.209542367467,38.45,39.09
2016-11-07,38.962198996348,39.64,39.86
2016-11-08,38.932874712106,39.62,39.83
2016-11-09,39.167468986043,41.5,40.07
2016-11-10,39.695306102401,40.52,40.61
2016-11-11,39.235892315941,40.38,40.14
2016-11-14,38.317064743022,40.11,39.2
2016-11-15,38.913325189278,39.29,39.81
2016-11-16,39.050171849074,39.8,39.95
2016-11-17,39.480261351292,40.0,40.39
2016-11-18,38.94264947352,40.31,39.84
2016-11-21,38.864451382208,39.85,39.76
2016-11-22,37.241840987478,39.42,38.1
2016-11-23,38.102019991913,38.04,38.98
2016-11-25,38.277965697365,39.08,39.16
2016-11-28,37.867425717976,39.22,38.74
2016-11-29,37.857650956562,38.86,38.73
2016-11-30,37.212516703235,38.75,38.07
2016-12-01,36.753102916776,38.12,37.6
2016-12-02,37.046345759197,37.68,37.9
2016-12-05,37.564408114141,38.11,38.43
2016-12-06,37.554633352727,38.44,38.42
2016-12-07,37.613281921211,38.13,38.48
2016-12-08,37.808777149492,38.33,38.68
2016-12-09,38.317064743022,38.82,39.2
2016-12-12,38.317064743022,39.2,39.2
2016-12-13,38.551659016958,39.31,39.44
2016-12-14,37.945623809288,39.42,38.82
2016-12-15,38.053146184843,38.76,38.93
2016-12-16,37.241840987478,39.02,38.1
2016-12-19,37.476435261414,38.23,38.34
2016-12-20,37.329813840204,38.4,38.19
2016-12-21,37.378687647274,38.19,38.24
2016-12-22,37.427561454344,38.15,38.29
2016-12-23,37.554633352727,38.33,38.42
2016-12-27,37.730579058179,38.48,38.6
2016-12-28,37.359138124446,38.63,38.22
2016-12-29,37.447110977172,38.3,38.31
2016-12-30,37.544858591313,38.33,38.41
2017-01-03,38.170443321811,38.6334,39.05
2017-01-04,38.473460925646,39.06,39.36
2017-01-05,38.805802813723,39.24,39.7
2017-01-06,39.861477046439,39.7,40.78
2017-01-09,39.822378000783,40.79,40.74
2017-01-10,40.359989878555,40.81,41.29
2017-01-11,40.413751066332,41.05,41.08
2017-01-12,40.059589664583,40.79,40.72
2017-01-13,40.266183815603,40.75,40.93
2017-01-17,40.236670365457,40.67,40.9
2017-01-18,40.098940931444,41.05,40.76
2017-01-19,39.744779529694,40.64,40.4
2017-01-20,39.803806429985,40.51,40.46
2017-01-23,39.685752629402,40.32,40.34
2017-01-24,39.656239179256,40.32,40.31
2017-01-25,39.656239179256,39.76,40.31
2017-01-26,40.295697265749,40.46,40.96
2017-01-27,40.33504853261,41.11,41.0
2017-01-30,40.344886349325,40.86,41.01
2017-01-31,41.092560419686,40.73,41.77
2017-02-01,41.643478155741,41.51,42.33
2017-02-02,42.056666457783,42.18,42.75
2017-02-03,42.086179907928,42.94,42.78
2017-02-06,41.741856322894,42.57,42.43
2017-02-07,42.194395891796,42.57,42.89
2017-02-08,41.712342872748,42.66,42.4
2017-02-09,41.850072306762,42.5,42.54
2017-02-10,42.046828641067,42.74,42.74
2017-02-13,42.5190438434,43.0,43.22
2017-02-14,42.942069962157,43.01,43.65
2017-02-15,43.286393547191,43.5,44.0
2017-02-16,43.483149881497,44.0,44.2
2017-02-17,43.965202900545,44.17,44.69
2017-02-21,44.280013035434,44.65,45.01
2017-02-22,44.280013035434,44.88,45.01
2017-02-23,44.663687887329,45.02,45.4
2017-02-24,44.939146755357,45.29,45.68
2017-02-27,44.722714787621,45.51,45.46
2017-02-28,44.348877752441,45.41,45.08
2017-03-01,44.850606404919,45.37,45.59
2017-03-02,44.948984572072,45.5,45.69
2017-03-03,44.5161206366,45.42,45.25
2017-03-06,44.398066836017,44.99,45.13
2017-03-07,44.270175218718,44.81,45.0
2017-03-08,44.624336620468,45.03,45.36
2017-03-09,44.88995767178,45.36,45.63
2017-03-10,44.978498022218,45.77,45.72
2017-03-13,44.791579504628,45.65,45.53
2017-03-14,44.073418884413,45.19,44.8
2017-03-15,44.584985353607,44.96,45.32
2017-03-16,44.250499585288,45.17,44.98
2017-03-17,44.457093736309,45.1,45.19
2017-03-20,44.250499585288,45.19,44.98
2017-03-21,44.073418884413,45.15,44.8
2017-03-22,44.083256701128,44.94,44.81
2017-03-23,44.043905434267,44.71,44.77
2017-03-24,44.004554167406,44.76,44.73
2017-03-27,43.97504071726,44.53,44.7
2017-03-28,43.97504071726,44.74,44.7
2017-03-29,43.945527267114,44.67,44.67
2017-03-30,43.827473466531,44.63,44.55
2017-03-31,43.689744032517,44.33,44.41
2017-04-03,43.748770932809,44.42,44.47
2017-04-04,43.463474248066,44.53,44.18
2017-04-05,43.089637212886,44.17,43.8
2017-04-06,42.961745595587,43.81,43.67
2017-04-07,43.119150663032,43.62,43.83
2017-04-10,42.883043061865,43.83,43.59
2017-04-11,43.133907388105,43.22,43.58
2017-04-12,43.034931005846,43.32,43.48
2017-04-13,42.233222309555,42.4,42.67
2017-04-17,42.866671156008,42.67,43.31
2017-04-18,42.985442814717,43.09,43.43
2017-04-19,43.14380502633,43.78,43.59
2017-04-20,43.529812917137,43.69,43.98
2017-04-21,43.084419196976,43.94,43.53
2017-04-24,43.678277490525,44.07,44.13
2017-04-25,43.312064876169,44.21,43.76
2017-04-26,43.351655429073,43.93,43.8
2017-04-27,43.203190855685,43.96,43.65
2017-04-28,43.19329321746,43.67,43.64
2017-05-01,43.034931005846,43.57,43.48
2017-05-02,43.153702664556,43.66,43.6
2017-05-03,43.272474323266,43.61,43.72
2017-05-04,44.133568848912,43.75,44.59
2017-05-05,44.183057040041,44.58,44.64
2017-05-08,44.222647592944,44.7,44.68
2017-05-09,44.212749954719,44.65,44.67
2017-05-10,44.04449010488,44.7,44.5
2017-05-11,43.411041258427,44.39,43.86
2017-05-12,43.510017640686,43.9,43.96
2017-05-15,43.589198746492,43.92,44.04
2017-05-16,43.242781408589,44.59,43.69
2017-05-17,42.639025476814,43.4,43.08
2017-05-18,42.540049094556,43.17,42.98
2017-05-19,42.71820658262,43.15,43.16
2017-05-22,43.282371961492,43.27,43.73
2017-05-23,43.232883770363,43.71,43.68
2017-05-24,43.084419196976,43.79,43.53
2017-05-25,43.50012000246,43.78,43.95
2017-05-26,44.252340507622,43.92,44.71
2017-05-30,44.53937201617,44.46,45.0
2017-05-31,45.192616139074,45.2,45.66
2017-06-01,45.62811222101,45.52,46.1
2017-06-02,46.024017750043,46.33,46.5
2017-06-05,46.142789408753,46.57,46.62
2017-06-06,45.885450814881,46.58,46.36
2017-06-07,46.083403579398,46.38,46.56
2017-06-08,46.241765791011,46.05,46.72
2017-06-09,46.805931169882,46.81,47.29
2017-06-12,46.687159511172,47.29,47.17
2017-06-13,46.974191019721,47.24,47.46
2017-06-14,47.152348507786,47.46,47.64
2017-06-15,47.627435142625,47.58,48.12
2017-06-16,47.716513886657,48.18,48.21
2017-06-19,48.389553286013,48.34,48.89
2017-06-20,48.270781627303,48.89,48.77
2017-06-21,48.072828862787,48.79,48.57
2017-06-22,48.765663538594,48.6,49.27
2017-06-23,48.577608412303,49.18,49.08
2017-06-26,48.409348562464,49.21,48.91
2017-06-27,48.171805245045,48.95,48.67
2017-06-28,47.983750118754,48.93,48.48
2017-06-29,48.2311910744,48.73,48.73
2017-06-30,48.11241941569,48.78,48.61
2017-07-03,48.211395797948,48.73,48.71
2017-07-05,48.498427306497,48.72,49.0
2017-07-06,47.44927765456,48.83,47.94
2017-07-07,47.944159565851,48.17,48.44
2017-07-10,47.736309163109,48.42,48.23
2017-07-11,47.657128057302,48.2,48.15
