Ticker,Industry
APC,Energy
ANDV,Energy
APA,Energy
BHGE,Energy
COG,Energy
CVX,Energy
XEC,Energy
CXO,Energy
COP,Energy
DVN,Energy
EOG,Energy
EQT,Energy
XOM,Energy
HAL,Energy
HP,Energy
HES,Energy
HFC,Energy
KMI,Energy
MRO,Energy
MPC,Energy
NOV,Energy
NFX,Energy
NBL,Energy
OXY,Energy
OKE,Energy
PSX,Energy
PXD,Energy
SLB,Energy
FTI,Energy
VLO,Energy
WMB,Energy
